Lon,Lat,occur.backgr,BO21_tempmin_bdmean,BO21_tempmin_ss,BO21_RCP45_2050_tempmin_bdmean,BO21_RCP85_2050_tempmin_bdmean,BO21_RCP45_2100_tempmin_bdmean,BO21_RCP85_2100_tempmin_bdmean,BO21_RCP45_2050_tempmin_ss,BO21_RCP85_2050_tempmin_ss,BO21_RCP45_2100_tempmin_ss,BO21_RCP85_2100_tempmin_ss,MS_bathy_5m,MS_biogeo06_bathy_slope_5m,BO_calcite,BO_ph,BO21_ppmean_bdmean,OrbitalVelMean,Rock50cm,TidalVelMean
-6.53193,57.370963,1,6.391322612762451,6.6790571212768555,5.915839672088623,5.8202805519104,6.285215854644775,7.4940972328186035,6.695884704589844,6.2985639572143555,6.710428237915039,8.065690040588379,-19,0.05999999865889549,6.200000061653554e-4,8.192000389099121,0.006269720382988453,0.17532993853092194,0,10.054612159729004
-1.629411,55.630488,1,5.117469787597656,4.809993743896484,5.483546733856201,5.4592790603637695,5.908382415771484,7.302174091339111,5.487604141235352,5.2804741859436035,5.289700984954834,7.0211873054504395,-21,0.019999999552965164,0.0027630000840872526,8.204999923706055,0.006737641524523497,0.031107919290661812,0.125,36.18503475189209
-2.79505,47.562721,1,7.855043411254883,7.605395793914795,8.455055236816406,8.293395042419434,8.792531967163086,10.172832489013672,8.45240306854248,8.036518096923828,8.521479606628418,10.062469482421875,-29,0.05999999865889549,0.011607999913394451,8.13599967956543,0.022846151143312454,0.08792090664307153,0.012038888875395183,5.557620684305772
8.367756,56.959381,1,2.53383731842041,2.0801033973693848,3.636183500289917,3.6093361377716064,4.442014217376709,6.527789115905762,3.5995023250579834,3.374434232711792,3.967055320739746,6.250111103057861,-10,0.009999999776482582,0.007042999844998121,8.218999862670898,0.008435009978711605,0.1581754013895981,0,14.561124165852945
-5.540958,54.366721,1,6.5521111488342285,6.453320503234863,6.620299816131592,6.7420573234558105,7.2703752517700195,8.604727745056152,6.714904308319092,6.675886631011963,7.048212051391602,8.499937057495117,-2,0,0.00393499992787838,8.206000328063965,0.010700494050979614,0.03958165738731623,0,17.499964237213135
-0.37442,49.44856,1,6.5962138175964355,6.306332588195801,7.5160627365112305,7.093881130218506,7.730650901794434,9.422200202941895,7.315557479858398,6.7422566413879395,7.540309906005859,9.23587703704834,-24,0.009999999776482582,0.002339000115171075,8.08899974822998,0.005327028688043356,0.08919004102547963,0.11923803109675733,41.016028404235946
-0.25778,49.4116,1,6.416358470916748,6.207876682281494,7.334118843078613,6.938757419586182,7.544304847717285,9.242934226989746,7.212650775909424,6.640103816986084,7.437643527984619,9.119718551635742,-14,0.009999999776482582,0.006328999996185303,8.059000015258789,0.006952493917196989,0.10404443492491942,0.03938244159022955,37.0524113972983
-4.60709,48.24245,1,9.29612922668457,8.873292922973633,9.721000671386719,9.597813606262207,10.034067153930664,11.348779678344727,9.364742279052734,9.134997367858887,9.380759239196777,10.76014518737793,-23,0.019999999552965164,0.0019150000298395753,8.168999671936035,0.003831899492070079,0.11311980398992699,0.2904118498166401,56.47725105285653
-5.115134,48.445186,1,9.537801742553711,9.415478706359863,9.768400192260742,9.7946195602417,10.066269874572754,11.25556468963623,9.837285995483398,9.646106719970703,9.858441352844238,11.24258041381836,-38,0.10000000149011612,0.0013470000121742487,8.180000305175781,9.513301192782819e-4,0.10431124549358924,0.18341704830527417,71.61223793029784
-2.73677,48.658,1,7.447819232940674,7.595280647277832,8.136068344116211,7.814533233642578,8.416998863220215,9.934907913208008,8.48884391784668,7.906999111175537,8.619497299194336,10.244473457336426,-9,0.009999999776482582,0.0035840000491589308,8.11299991607666,0.005107622593641281,0.16339188069105176,0.04972686183949392,46.70207087198888
-0.31733,49.4179,1,6.584590435028076,6.24738883972168,7.49035120010376,7.062458515167236,7.707710266113281,9.41640853881836,7.254861354827881,6.684584617614746,7.481197357177734,9.162528038024902,-23,0.019999999552965164,0.002669000066816807,8.09000015258789,0.00542712165042758,0.08741469764047216,0.035032481679486076,39.289203855726605
-4.64344,48.30466,1,9.252220153808594,8.88183879852295,9.7006683349609375,9.52702522277832,9.996146202087402,11.329549789428711,9.398255348205566,9.133784294128418,9.4169921875,10.81784725189209,-18,0.029999999329447746,0.0012870000209659338,8.168999671936035,0.0033995849080383778,0.11349208218355977,0.28561727205912246,59.635057449341
-1.80397,48.86395,1,7.330931663513184,6.707302093505859,8.064621925354004,7.743349552154541,8.301151275634766,9.839890480041504,7.667326927185059,7.035824298858643,7.845061302185059,9.513148307800293,-9,0.009999999776482582,0.004174999892711639,8.0839996337890625,0.0035853865556418896,0.23299015189210515,0.3461967384209879,69.08313115437839
-3.92139,48.71083,1,8.754650115966797,8.861254692077637,9.299551963806152,9.048741340637207,9.59615421295166,11.023577690124512,9.545167922973633,9.144765853881836,9.651115417480469,11.2103910446167,-6,0.019999999552965164,0.0031159999780356884,8.151000022888184,0.005063766147941351,0.06130043293038999,0.23878221958875712,58.816695531209355
-9.436838,51.451631,1,8.738306045532227,8.26722240447998,8.806654930114746,8.778199195861816,9.133810997009277,10.31657600402832,8.751063346862793,8.496530532836914,8.654497146606445,10.20379638671875,-23,0.05000000074505806,0.003003000048920512,8.206999778747559,0.0019606202840805054,0.15181884417931235,0.08478666469454785,27.724767684936495
-5.416279,54.476284,1,6.498370170593262,6.472446441650391,6.725039005279541,6.584365367889404,7.194609642028809,8.571614265441895,6.6975226402282715,6.650689125061035,7.022651195526123,8.441280364990234,-38,0.03999999910593033,0.00406600022688508,8.206000328063965,0.003259253455325961,0.02709826784363594,0.017543859779836742,29.316325187683454
-5.461237,54.567884,1,6.447804927825928,6.430403709411621,6.480711460113525,6.547882556915283,7.064419746398926,8.387430191040039,6.6511549949646,6.602147102355957,6.969998836517334,8.3875150680542,-16,0.029999999329447746,0.006585999857634306,8.206000328063965,0.010324852541089058,0.025347684303090277,0,41.2173826429587
-5.417664,54.488987,1,6.524413108825684,6.457958221435547,6.5836029052734375,6.6706085205078125,7.197366237640381,8.504441261291504,6.682547092437744,6.634146213531494,7.005437850952148,8.425421714782715,-5,0.019999999552965164,0.0045779999345541,8.206000328063965,0.010737510398030281,0.05035039803220088,0,26.42899873521639
-5.408804,54.415017,1,6.533737659454346,6.519993782043457,6.741764545440674,6.534726619720459,7.094752788543701,8.45379638671875,6.819228649139404,6.8146233558654785,7.149529457092285,8.65005111694336,-42,0.03999999910593033,0.003851999994367361,8.206000328063965,5.648816586472094e-4,0.02445007229107432,0,20.759979009628296
-5.417366,54.414514,1,6.540499687194824,6.481136322021484,6.616724967956543,6.653855323791504,7.207632541656494,8.574338912963867,6.748230934143066,6.705289840698242,7.078255653381348,8.54258918762207,-11,0.019999999552965164,0.003777999896556139,8.206000328063965,0.006596294231712818,0.03958165738731623,0,17.499964237213135
-2.33084,48.68806,1,7.276000022888184,7.300107955932617,7.993605136871338,7.671360015869141,8.255182266235352,9.772686004638672,8.208794593811035,7.600514888763428,8.343921661376953,9.999677658081055,-18,0.019999999552965164,0.0023980000987648964,8.095999717712402,0.004808797966688871,0.1076264340016571,0.5749269301692668,85.80946583218092
-3.88861,48.67722,1,8.77924633026123,8.796448707580566,9.338692665100098,9.092135429382324,9.62208080291748,11.049942970275879,9.47376537322998,9.05986213684082,9.5871124267578125,11.182784080505371,-9,0.019999999552965164,0.002675000112503767,8.14799976348877,0.004153450019657612,0.06733182072639465,0.1813950017094612,55.43217468261719
-1.253203,49.593825,1,6.998613357543945,7.030630588531494,7.798275947570801,7.462843418121338,8.01475715637207,9.627692222595215,8.021088600158691,7.45361852645874,8.230780601501465,9.906488418579102,-3,0.009999999776482582,0.00494900019839406,8.08899974822998,0.0027968718204647303,0.09394852444529535,0.45886698365211487,65.91621780395508
-3.087978,53.582791,1,4.8376383781433105,4.579760551452637,5.416130542755127,5.321078300476074,5.791044235229492,7.394928932189941,5.380665302276611,5.221234321594238,5.485215663909912,7.325037002563477,-3,0.009999999776482582,0.006000000052154064,8.20199966430664,0.02143268473446369,0.2274470627307858,0.037063809732593975,28.60801951090485
-4.992438,50.11424,1,8.611686706542969,8.3579740524292,8.982501029968262,8.822582244873047,9.314249038696289,10.74642276763916,8.840921401977539,8.494405746459961,8.858552932739258,10.555804252624512,-39,0.03999999910593033,0.0012120000319555402,8.187999725341797,0.0023002789821475744,0.05621938407421112,0.3333333432674408,24.347328186035156
-2.48422,57.67344,1,5.52435302734375,5.1820502281188965,5.386105537414551,5.372220039367676,5.880021095275879,7.1008405685424805,5.432775497436523,5.178887367248535,5.399911403656006,6.891573429107666,-43,0.07000000029802322,7.919999770820141e-4,8.206000328063965,0.0018129046075046062,0.012369571564098203,0,15.453864574432373
-3.21033,47.65539,1,8.663521766662598,8.047723770141602,9.276206016540527,9.066890716552734,9.632352828979492,10.987274169921875,8.78939437866211,8.422146797180176,8.828324317932129,10.326559066772461,-8,0.019999999552965164,0.003280000062659383,8.144000053405762,0.007423725910484791,0.04618016816675663,0.05159555499752354,7.701989809672046
-9.579482,53.24361,1,8.022576332092285,7.407430171966553,7.929132461547852,7.82297420501709,8.301899909973145,9.281490325927734,7.497593879699707,7.284877777099609,7.534582138061523,8.781822204589844,-28,0.029999999329447746,0.0019020000472664833,8.190999984741211,0.0034102057106792927,0.16099573920170432,0.013294444264223274,23.081822077433184
-3.220605,57.75536,1,5.289156436920166,5.015463829040527,4.929305553436279,4.9258832931518555,5.370199203491211,6.519960403442383,5.166299819946289,4.907444477081299,5.1274495124816895,6.518807888031006,-43,0.029999999329447746,8.829999715089798e-4,8.211999893188477,0.007457315921783447,0.042218395819266646,0,12.496277173360184
-3.131834,57.69676,1,5.293165683746338,5.003811359405518,4.951127052307129,4.944217205047607,5.406404495239258,6.558065891265869,5.171679973602295,4.914477825164795,5.152182102203369,6.540834426879883,-14,0.009999999776482582,9.919999865815043e-4,8.204000473022461,0.00894768163561821,0.04193913005292415,0,12.538319110870361
-3.775488,57.77625,1,6.067666530609131,4.727136135101318,5.607484817504883,5.577268123626709,6.039992809295654,7.162137985229492,4.8064165115356445,4.551799297332764,4.7467427253723145,6.088914394378662,-18,0.019999999552965164,0.0012150000547990203,8.211999893188477,0.006508085411041975,0.13543755954338335,0.02777777819169671,13.636989275614404
-5.395665,54.508302,1,6.492234230041504,6.405939102172852,6.762593746185303,6.528497219085693,7.156846046447754,8.5099639892578125,6.627388000488281,6.579526424407959,6.948115825653076,8.364323616027832,-46,0.05000000074505806,0.00419999985024333,8.206000328063965,0.0016350409714505076,0.011801645120915399,0.08771929889917772,41.576209068299036
-6.749496,55.291169,1,6.794101238250732,6.58976936340332,6.729228973388672,6.597651481628418,7.212899684906006,8.368041038513184,6.673855304718018,6.553953647613525,6.842472076416016,8.246736526489258,-60,0.029999999329447746,0.0010369999799877405,8.194999694824219,0.004309216048568487,0.041254440322518474,0,51.66167513529456
-5.617996,54.72745,1,6.397602558135986,6.413646697998047,6.357691764831543,6.42216682434082,6.971803188323975,8.22892951965332,6.502756595611572,6.473031997680664,6.821613788604736,8.160311698913574,-17,0.019999999552965164,0.006949000060558319,8.204999923706055,0.014132654294371605,0.040080279082758026,0,46.34279918670642
-5.39149,54.613687,1,6.449288845062256,6.439993858337402,6.503930568695068,6.352921009063721,6.8559770584106445,8.171051025390625,6.609549522399902,6.602901458740234,6.911916732788086,8.3220796585083,-71,0.05000000074505806,0.0035699999425560236,8.206000328063965,6.339856772683561e-4,0.0052379897751961835,0.09429824724793434,46.52215099334717
-3.1892,53.3725,1,4.9647297859191895,4.658023834228516,5.56497859954834,5.429913520812988,5.909152984619141,7.5324273109436035,5.412543773651123,5.281476020812988,5.585841178894043,7.4147629737854,-10,0.03999999910593033,0.03301199898123741,8.20199966430664,0.017088858410716057,0.326864433785279,0.09265952433148968,33.163469950358106
-8.459493,54.56639,1,7.489686012268066,6.8851237297058105,7.383261203765869,7.289835453033447,7.822783946990967,8.87470817565918,6.804786205291748,6.621537208557129,6.97102689743042,8.191352844238281,-48,0.029999999329447746,0.0012499999720603228,8.1850004196167,0.003885314567014575,0.13627437729802325,0.12419565065970721,15.260682000054196
-5.678203,54.76572,1,6.373128890991211,6.44317102432251,6.379265308380127,6.337121486663818,6.912895679473877,8.168025016784668,6.533303737640381,6.481081008911133,6.824095249176025,8.173304557800293,-23,0.07000000029802322,0.0030350000597536564,8.204999923706055,0.007172830868512392,0.05026828125119209,0,39.86599349975586
-8.438644,54.46681,1,7.431047439575195,6.892628192901611,7.264474868774414,7.227861404418945,7.745761871337891,8.849187850952148,6.818957805633545,6.643418312072754,6.985436916351318,8.197793006896973,-20,0.03999999910593033,0.0017819999484345317,8.185999870300293,0.009070864878594875,0.1493603527132008,0.13782662062698714,15.632735994127025
-1.931284,50.66457,1,7.264448642730713,6.443343162536621,8.137127876281738,7.683780670166016,8.354905128479004,10.06224536895752,7.4663519859313965,6.886682987213135,7.649799823760986,9.405344009399414,-9,0.019999999552965164,0.011115999892354012,8.116000175476074,0.003204289125278592,0.08708224445581436,0.5,70.12431335449219
-5.065687,50.07247,1,8.726358413696289,8.483179092407227,9.034326553344727,8.933965682983398,9.371100425720215,10.732332229614258,8.933089256286621,8.600034713745117,8.966267585754395,10.6419038772583,-46,0.05000000074505806,0.0012280000373721123,8.189000129699707,0.001257215510122478,0.045668838752640634,0.887566139300671,40.56627760993119
