species,lon,lat
Alcyonium digitatum,-6.1199999999999966,50.029999996907605
Alcyonium digitatum,-6.389999999999993,49.86999999686639
Alcyonium digitatum,-4.68,51.199999997190595
Alcyonium digitatum,-2.549999999999996,50.529999997032334
Alcyonium digitatum,-2.5599999999999965,50.529999997032334
Alcyonium digitatum,-5.049999999999999,50.049999996912625
Alcyonium digitatum,-5.000000000000003,50.069999996917716
Alcyonium digitatum,-5.280000000000001,51.73999999731088
Alcyonium digitatum,-5.310000000000002,51.73999999731088
Alcyonium digitatum,-5.259999999999995,51.73999999731087
Alcyonium digitatum,-1.8299999999999992,50.619999997054194
Alcyonium digitatum,1.5500000000000054,53.63999999768533
Alcyonium digitatum,1.5799999999999956,53.27999999762002
Alcyonium digitatum,-10.12,53.71999999769949
Alcyonium digitatum,-8.439999999999992,54.4699999978266
Alcyonium digitatum,-4.58,48.33999999644228
Alcyonium digitatum,-4.059999999999999,47.729999996257455
Alcyonium digitatum,-3.990000000000003,47.689999996245014
Alcyonium digitatum,-3.9600000000000017,48.74999999656146
Alcyonium digitatum,-3.900000000000001,48.70999999654997
Alcyonium digitatum,-5.1113973466,58.42279153194301
Alcyonium digitatum,-5.124630318799999,48.442490534772446
Alcyonium digitatum,-3.1041402742000024,53.55560487937024
Alcyonium digitatum,-4.568357039100001,48.33325066784028
Alcyonium digitatum,-4.574134880899997,48.339311766542096
Alcyonium digitatum,7.672888413300006,63.11053573811643
Alcyonium digitatum,-4.624570470899996,48.25531048341721
Alcyonium digitatum,-5.136140996900001,58.48301063894926
Alcyonium digitatum,-5.741447999999991,54.93843499790077
Alcyonium digitatum,-5.731966999999993,54.920651997898034
Alcyonium digitatum,-5.115134461500001,48.44518644897325
Alcyonium digitatum,-3.116092197199998,53.423948219946446
Alcyonium digitatum,-4.9078333333000055,55.748919998020114
Alcyonium digitatum,-4.907878333299996,55.748736664720134
Alcyonium digitatum,-4.907863333300003,55.748878331320164
Alcyonium digitatum,-5.649200000000005,55.99035599805362
Alcyonium digitatum,-4.158524972200002,53.305660219824716
Alcyonium digitatum,-3.0474494767000024,53.63541595438453
Alcyonium digitatum,-3.394479999999999,53.34689666763235
Alcyonium digitatum,8.285131454469997,54.872657773790564
Alcyonium digitatum,8.479685783390005,57.04468154728932
Alcyonium digitatum,8.311304092410008,54.960155485004094
