species,lon,lat
Eunicella verrucosa,-2.5205270000000013,50.59111499704721
Eunicella verrucosa,-2.935327000000002,50.706329997074924
Eunicella verrucosa,-2.808746,50.674902997067406
Eunicella verrucosa,-2.6413209999999974,50.643569997059885
Eunicella verrucosa,-2.461992999999995,50.52841099703196
Eunicella verrucosa,-2.6910149999999944,50.65677499706308
Eunicella verrucosa,-2.7746649999999993,50.66793999706572
Eunicella verrucosa,-2.1914339999999934,50.607408997051074
Eunicella verrucosa,-2.8243270000000003,50.67569299706759
Eunicella verrucosa,-2.1999129999999965,50.60739499705111
Eunicella verrucosa,-5.275084999999994,51.73355999730946
Eunicella verrucosa,-5.266710999999999,51.697815997301724
Eunicella verrucosa,-5.264964999999997,51.733841997309575
Eunicella verrucosa,-5.285791000000005,51.74135599731123
Eunicella verrucosa,-5.311816000000001,51.740624997311066
Eunicella verrucosa,-5.2770499999999965,51.74070099731107
Eunicella verrucosa,-5.285855999999995,51.74225399731135
Eunicella verrucosa,-5.264705999999994,51.73025199730877
Eunicella verrucosa,-5.288747999999998,51.74217299731141
Eunicella verrucosa,-5.277456000000005,51.726298997307936
Eunicella verrucosa,-5.2873019999999995,51.742212997311356
Eunicella verrucosa,-5.269924,51.70222299730271
Eunicella verrucosa,-5.299130999999998,51.74547899731212
Eunicella verrucosa,-5.273639000000007,51.73360099730954
Eunicella verrucosa,-5.28803,51.73229899730925
Eunicella verrucosa,-5.234861000000004,51.73827299731051
Eunicella verrucosa,-5.277846000000001,51.73168399730907
Eunicella verrucosa,-5.276985,51.73980399731085
Eunicella verrucosa,-5.157485999999994,51.68821299729964
Eunicella verrucosa,-5.299398999999996,51.729281997308576
Eunicella verrucosa,-5.263778000000001,51.73747299731036
Eunicella verrucosa,-5.265783999999997,51.70503699730331
Eunicella verrucosa,-5.266216000000007,51.73110899730896
Eunicella verrucosa,-5.263453999999996,51.73298499730941
Eunicella verrucosa,-5.264899999999997,51.73294499730936
Eunicella verrucosa,-5.3089900000000005,51.74160399731123
Eunicella verrucosa,-5.272648000000011,51.73992499731091
Eunicella verrucosa,-5.287900000000004,51.73050399730887
Eunicella verrucosa,-5.263260000000002,51.7302919973088
Eunicella verrucosa,-5.310435999999999,51.74156299731125
Eunicella verrucosa,-5.287834999999989,51.729605997308624
Eunicella verrucosa,-5.274889999999998,51.73086699730894
Eunicella verrucosa,-5.287237,51.74131599731117
Eunicella verrucosa,-5.272582999999998,51.73902699731068
Eunicella verrucosa,-5.185413999999996,51.674820997296706
Eunicella verrucosa,-4.140000000000007,50.299999996975664
Eunicella verrucosa,-3.9799999999999955,50.19999999695067
Eunicella verrucosa,-2.8000000000000025,50.699999997073405
Eunicella verrucosa,-2.909999999999997,50.6999999970734
Eunicella verrucosa,-4.659999999999998,51.199999997190595
Eunicella verrucosa,-4.130000000000001,50.299999996975664
Eunicella verrucosa,-3.94,50.199999996950666
Eunicella verrucosa,-3.849999999999999,50.19999999695066
Eunicella verrucosa,-3.899999999999996,50.19999999695067
Eunicella verrucosa,-4.668613999999994,51.198495997190285
Eunicella verrucosa,-2.2900000000000005,50.59999999704931
Eunicella verrucosa,-6.260000000000001,49.99999999689985
Eunicella verrucosa,-5.0599999999999925,49.99999999689985
Eunicella verrucosa,-2.9399999999999986,50.59999999704931
Eunicella verrucosa,-2.849999999999996,50.6999999970734
Eunicella verrucosa,-4.389999999999999,50.299999996975664
Eunicella verrucosa,-6.260000000000003,49.899999996874165
Eunicella verrucosa,-2.770000000000001,50.699999997073405
Eunicella verrucosa,-6.279999999999996,49.899999996874165
Eunicella verrucosa,-4.000000000000005,50.29999999697566
Eunicella verrucosa,-5.5237739999999915,50.09001099692284
Eunicella verrucosa,-4.02,50.299999996975664
Eunicella verrucosa,-6.2999999999999945,49.899999996874165
Eunicella verrucosa,-6.289999999999996,49.899999996874165
Eunicella verrucosa,-2.8299999999999987,50.6999999970734
Eunicella verrucosa,-2.8899999999999966,50.699999997073405
Eunicella verrucosa,-4.68,51.199999997190595
Eunicella verrucosa,-4.079999999999997,50.29999999697568
Eunicella verrucosa,-3.640000000000004,50.199999996950666
Eunicella verrucosa,-2.9300000000000006,50.6999999970734
Eunicella verrucosa,-2.1999999999999966,50.59999999704931
Eunicella verrucosa,-1.8600000000000003,50.6999999970734
Eunicella verrucosa,-3.9400000000000044,50.299999996975664
Eunicella verrucosa,-4.939999999999997,50.199999996950666
Eunicella verrucosa,-5.0500000000000025,50.49999999702501
Eunicella verrucosa,-2.2099999999999977,50.59999999704931
Eunicella verrucosa,-2.839999999999998,50.699999997073405
Eunicella verrucosa,-6.240000000000001,49.99999999689986
Eunicella verrucosa,-5.569999999999996,49.99999999689985
Eunicella verrucosa,-2.320000000000005,50.59999999704931
Eunicella verrucosa,-6.339999999999998,49.899999996874165
Eunicella verrucosa,-4.662429000000003,51.190542997188416
Eunicella verrucosa,-5.630000000000002,49.99999999689985
Eunicella verrucosa,-6.329999999999999,49.899999996874165
Eunicella verrucosa,-4.099999999999993,50.299999996975664
Eunicella verrucosa,-2.279999999999998,50.59999999704931
Eunicella verrucosa,-6.379999999999993,49.899999996874165
Eunicella verrucosa,-4.060000000000002,50.299999996975664
Eunicella verrucosa,-4.610000000000001,50.299999996975664
Eunicella verrucosa,-2.820000000000001,50.6999999970734
Eunicella verrucosa,-6.2428259999999955,49.96604099689116
Eunicella verrucosa,-5.6333830000000065,50.0416429969105
Eunicella verrucosa,-4.16,50.29999999697568
Eunicella verrucosa,-2.7600000000000002,50.699999997073405
Eunicella verrucosa,-2.620000000000001,50.5999999970493
Eunicella verrucosa,-3.6500000000000004,50.199999996950666
Eunicella verrucosa,-6.309999999999991,49.899999996874165
Eunicella verrucosa,-3.0900000000000003,50.6999999970734
Eunicella verrucosa,-4.649999999999992,51.19999999719058
Eunicella verrucosa,-3.8399999999999963,50.199999996950666
Eunicella verrucosa,-4.910000000000005,50.199999996950666
Eunicella verrucosa,-2.780000000000005,50.6999999970734
Eunicella verrucosa,-3.869999999999998,50.199999996950666
Eunicella verrucosa,-4.910000000000002,50.599999997049316
Eunicella verrucosa,-6.249999999999995,49.99999999689986
Eunicella verrucosa,-3.5200000000000022,50.299999996975664
Eunicella verrucosa,-4.2099999999999955,50.299999996975664
Eunicella verrucosa,-2.1915059999999995,50.60772399705121
Eunicella verrucosa,-6.300000000000001,49.99999999689987
Eunicella verrucosa,-4.849999999999996,50.59999999704931
Eunicella verrucosa,-2.919999999999998,50.6999999970734
Eunicella verrucosa,-2.7899999999999965,50.6999999970734
Eunicella verrucosa,-6.269999999999996,49.99999999689986
Eunicella verrucosa,-2.459999999999995,50.59999999704931
Eunicella verrucosa,-4.479999999999997,50.199999996950666
Eunicella verrucosa,-2.3100000000000076,50.59999999704931
Eunicella verrucosa,-4.899999999999999,50.59999999704931
Eunicella verrucosa,-5.49,50.099999996925376
Eunicella verrucosa,-3.270000000000003,50.59999999704931
Eunicella verrucosa,-6.250000000000004,49.899999996874165
Eunicella verrucosa,-4.663527,51.159937997181366
Eunicella verrucosa,-6.370000000000006,49.89999999687416
Eunicella verrucosa,-4.489999999999999,50.199999996950666
Eunicella verrucosa,-3.879999999999999,50.19999999695066
Eunicella verrucosa,-2.2699999999999987,50.49999999702501
Eunicella verrucosa,-2.939999999999992,50.699999997073405
Eunicella verrucosa,-4.946480999999997,50.59276799704758
Eunicella verrucosa,-4.260000000000003,50.299999996975664
Eunicella verrucosa,-4.739999999999999,50.29999999697568
Eunicella verrucosa,-2.3000000000000003,50.5999999970493
Eunicella verrucosa,-5.159999999999992,49.99999999689986
Eunicella verrucosa,-3.379999999999998,50.49999999702501
Eunicella verrucosa,-6.319999999999999,49.899999996874165
Eunicella verrucosa,-3.9499999999999993,50.199999996950666
Eunicella verrucosa,-4.17,50.099999996925376
Eunicella verrucosa,-2.8799999999999972,50.6999999970734
Eunicella verrucosa,-5.069999999999998,49.99999999689985
Eunicella verrucosa,-6.239999999999998,49.89999999687416
Eunicella verrucosa,-5.0399999999999965,50.099999996925376
Eunicella verrucosa,-2.6999999999999975,50.59999999704931
Eunicella verrucosa,-2.1799999999999997,50.59999999704931
Eunicella verrucosa,-3.980000000000002,50.29999999697568
Eunicella verrucosa,-2.409999999999993,50.59999999704931
Eunicella verrucosa,-4.9252619999999965,50.592403997047526
Eunicella verrucosa,-2.0899999999999954,50.59999999704931
Eunicella verrucosa,-3.049999999999995,50.59999999704931
Eunicella verrucosa,-4.560000000000001,50.29999999697568
Eunicella verrucosa,-1.8499999999999948,50.6999999970734
Eunicella verrucosa,-2.419999999999996,50.499999997025014
Eunicella verrucosa,-5.08,49.99999999689986
